Project,CVE,File,Function,Patch commit,Ex-patch commit,Dataset Type,Bug start,Bug end,Patch start,Patch end
tcpdump,CVE-2017-13027,print-lldp.c,lldp_mgmt_addr_tlv_print,https://github.com/the-tcpdump-group/tcpdump/commit/8b4f9a0192963ce540d15d0d2a9ef78601a68a58,https://github.com/the-tcpdump-group/tcpdump/commit/9ffdbd32e8ad9f8c79f311d9240ed4779091dbc8,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13028,print-bootp.c,bootp_print,https://github.com/the-tcpdump-group/tcpdump/commit/a4a99cec345ed92c8ca73a7bf129686f76afde2f,https://github.com/the-tcpdump-group/tcpdump/commit/8b4f9a0192963ce540d15d0d2a9ef78601a68a58,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13031,print-frag6.c,frag6_print,https://github.com/the-tcpdump-group/tcpdump/commit/f70d3198b3ed1e7cdb5c7c08c100a63d42f09baa,https://github.com/the-tcpdump-group/tcpdump/commit/9ce9f78f9953041e4af5681a3c25150820febf01,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13032,print-radius.c,print_attr_string,https://github.com/the-tcpdump-group/tcpdump/commit/027433c0d862c3699635944f4240628ba44d8341,https://github.com/the-tcpdump-group/tcpdump/commit/5f7a5aabca2a890e5f6a1ba7941e796ba17eb12b,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13033,print-vtp.c,vtp_print,https://github.com/the-tcpdump-group/tcpdump/commit/11a07ed27ba5122c8cbd34e8c15bcf0b4969889d,https://github.com/the-tcpdump-group/tcpdump/commit/3a5719e3564ecabd95e03f45320834eccb9fe001,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13034,print-pgm.c,pgm_print,https://github.com/the-tcpdump-group/tcpdump/commit/45d9c5bb7d7e8d88b9fce2e81c99154fb6e85f1a,https://github.com/the-tcpdump-group/tcpdump/commit/eb8247374b6f36d1e3bea76debfa63404a8c08d2,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13035,print-isoclns.c,isis_print_id,https://github.com/the-tcpdump-group/tcpdump/commit/18fb255653bfba3353eba6b4581bca94074decd4,https://github.com/the-tcpdump-group/tcpdump/commit/45d9c5bb7d7e8d88b9fce2e81c99154fb6e85f1a,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13036,print-ospf6.c,ospf6_decode_v3,https://github.com/the-tcpdump-group/tcpdump/commit/71d9d09c7ce0b7e5474d13036e7bf8131998b98d,https://github.com/the-tcpdump-group/tcpdump/commit/18fb255653bfba3353eba6b4581bca94074decd4,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13038,print-ppp.c,handle_mlppp,https://github.com/the-tcpdump-group/tcpdump/commit/3f069d0e2ef3e39b7ae11503fb6286635ee07353,https://github.com/the-tcpdump-group/tcpdump/commit/01eeeb4b5f74b2dffff43d96411c42d6223f1b44,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13041,print-icmp6.c,icmp6_nodeinfo_print,https://github.com/the-tcpdump-group/tcpdump/commit/0e7380066584de6b9c7771e162233e1baeebe5e4,https://github.com/the-tcpdump-group/tcpdump/commit/2d02497b02b040bd885825dba9230f86a8ffce0e,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13042,print-hncp.c,dhcpv6_print,https://github.com/the-tcpdump-group/tcpdump/commit/72ca42c7f3e691bbf29dcd1449c95c0744e7287b,https://github.com/the-tcpdump-group/tcpdump/commit/0e7380066584de6b9c7771e162233e1baeebe5e4,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13043,print-bgp.c,decode_multicast_vpn,https://github.com/the-tcpdump-group/tcpdump/commit/89dd93b636d479d82dd15115d6ddf7dfdebd735a,https://github.com/the-tcpdump-group/tcpdump/commit/75635529a8b4a6a29abda47b13ef7dfb2c18a3f3,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13044,print-hncp.c,dhcpv4_print,https://github.com/the-tcpdump-group/tcpdump/commit/e4c292e06b33fed8520bd04b65ed45450b8485c6,https://github.com/the-tcpdump-group/tcpdump/commit/72ca42c7f3e691bbf29dcd1449c95c0744e7287b,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13045,print-vqp.c,vqp_print,https://github.com/the-tcpdump-group/tcpdump/commit/3d6e7bd1e42a7316fb2020348a8d3e86b1346b36,https://github.com/the-tcpdump-group/tcpdump/commit/e4c292e06b33fed8520bd04b65ed45450b8485c6,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13046,print-bgp.c,bgp_attr_print,https://github.com/the-tcpdump-group/tcpdump/commit/75635529a8b4a6a29abda47b13ef7dfb2c18a3f3,https://github.com/the-tcpdump-group/tcpdump/commit/3d6e7bd1e42a7316fb2020348a8d3e86b1346b36,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13047,print-isoclns.c,esis_print,https://github.com/the-tcpdump-group/tcpdump/commit/f18bb41c8e95477268467a48cd606c472873ddfc,https://github.com/the-tcpdump-group/tcpdump/commit/05ebfefdb19ee4514060311289c12b459841b68a,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13048,print-rsvp.c,rsvp_obj_print,https://github.com/the-tcpdump-group/tcpdump/commit/05ebfefdb19ee4514060311289c12b459841b68a,https://github.com/the-tcpdump-group/tcpdump/commit/57c9319140d9a1b934cb939000015232fa7fa2fe,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13049,print-rx.c,ubik_print,https://github.com/the-tcpdump-group/tcpdump/commit/f9812af2e4111c12a62355ea3dfdfa58f1cab6a9,https://github.com/the-tcpdump-group/tcpdump/commit/89dd93b636d479d82dd15115d6ddf7dfdebd735a,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13050,print-rpki-rtr.c,rpki_rtr_pdu_print,https://github.com/the-tcpdump-group/tcpdump/commit/0c384810276380683e26709b932b3af5f3928ee0,https://github.com/the-tcpdump-group/tcpdump/commit/c4816fd0a190d25db1ef413fc91253e484b3a7c4,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13051,print-rsvp.c,rsvp_obj_print,https://github.com/the-tcpdump-group/tcpdump/commit/c4816fd0a190d25db1ef413fc91253e484b3a7c4,https://github.com/the-tcpdump-group/tcpdump/commit/f18bb41c8e95477268467a48cd606c472873ddfc,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13053,print-bgp.c,decode_rt_routing_info,https://github.com/the-tcpdump-group/tcpdump/commit/6b19892ea526f7e35999ab90a6734da8ff6b6111,https://github.com/the-tcpdump-group/tcpdump/commit/9cbd32e09644cb99aef5f2b817a70d4d1e38ad02,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13054,print-lldp.c,lldp_private_8023_print,https://github.com/the-tcpdump-group/tcpdump/commit/9cbd32e09644cb99aef5f2b817a70d4d1e38ad02,https://github.com/the-tcpdump-group/tcpdump/commit/0c384810276380683e26709b932b3af5f3928ee0,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13055,print-isoclns.c,isis_print_is_reach_subtlv,https://github.com/the-tcpdump-group/tcpdump/commit/71968ea3db996f70e4f3c01581231ce210c85720,https://github.com/the-tcpdump-group/tcpdump/commit/7a7f71ee3f77b8ac08f2f4f7747ce8b8fa5b91f9,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13688,print-olsr.c,olsr_print,https://github.com/the-tcpdump-group/tcpdump/commit/3310a325c9768d293dd8b928c2422e44ea7b45be,https://github.com/the-tcpdump-group/tcpdump/commit/87e070fbed1c6da8126a4764785d1cd32aba2abf,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13689,print-isakmp.c,ikev1_id_print,https://github.com/the-tcpdump-group/tcpdump/commit/b79317b08c723acc5490212fc529ece3edf4eb73,https://github.com/the-tcpdump-group/tcpdump/commit/3310a325c9768d293dd8b928c2422e44ea7b45be,,4.9.0,4.9.1,4.9.2,4.9.3
tcpdump,CVE-2017-13725,print-rt6.c,rt6_print,https://github.com/the-tcpdump-group/tcpdump/commit/cb6a1aca4c8b621f6c69ffb03205b52b1b785311,https://github.com/the-tcpdump-group/tcpdump/commit/67abbfb5c79407a68d845ee14a038ed7d69e1ad1,,4.9.0,4.9.1,4.9.2,4.9.3
libxml2,CVE-2017-15412,xpath.c,xmlXPathCompOpEvalPositionalPredicate,https://gitlab.gnome.org/GNOME/libxml2/-/commit/0f3b843b3534784ef57a4f9b874238aa1fda5a73,https://gitlab.gnome.org/GNOME/libxml2/-/commit/3157cf4e53c03bc3da604472c015c63141907db8,,v2.9.0,v2.9.9,v2.9.10,v2.9.14
libxml2,CVE-2017-7375,parser.c,xmlParsePEReference,https://gitlab.gnome.org/GNOME/libxml2/-/commit/90ccb58242866b0ba3edbef8fe44214a101c2b3e,https://gitlab.gnome.org/GNOME/libxml2/-/commit/5dca9eea1bd4263bfa4d037ab2443de1cd730f7e,,v2.9.0,v2.9.4,v2.9.5,v2.9.14
libxml2,CVE-2017-9048,valid.c,xmlSnprintfElementContent,https://gitlab.gnome.org/GNOME/libxml2/-/commit/932cc9896ab41475d4aa429c27d9afd175959d74,https://gitlab.gnome.org/GNOME/libxml2/-/commit/e26630548e7d138d2c560844c43820b6767251e3,,v2.9.0,v2.9.4,v2.9.5,v2.9.14
freetype,CVE-2017-7857,src/sfnt/sfobjs.c,sfnt_init_face,https://github.com/freetype/freetype/commit/7bbb91fbf47fc0775cc9705673caf0c47a81f94b,https://github.com/freetype/freetype/commit/7d7aae1de3e2aea5bad2e92b0f9d074bd5130ecd,,VER-2-6-3,VER-2-7-1,VER-2-8,VER-2-14-2
freetype,CVE-2017-7858,src/sfnt/sfobjs.c,sfnt_init_face,https://github.com/freetype/freetype/commit/779309744222a736eba0f1731e8162fce6288d4e,https://github.com/freetype/freetype/commit/27fee7f8c6ae75e066b5a23472b33925c6e8b1e0,,VER-2-6-3,VER-2-7-1,VER-2-8,VER-2-14-2
freetype,CVE-2017-7864,src/truetype/ttobjs.c,tt_size_reset,https://github.com/freetype/freetype/commit/e6699596af5c5d6f0ae0ea06e19df87dce088df8,https://github.com/freetype/freetype/commit/dadc50a4679c74ead5a283dd48a4164bc4a27cdd,,VER-2-6-3,VER-2-7-1,VER-2-8,VER-2-14-2
freetype,CVE-2017-8105,src/psaux/t1decode.c,t1_decoder_parse_charstrings,https://github.com/freetype/freetype/commit/f958c48ee431bef8d4d466b40c9cb2d4dbcb7791,https://github.com/freetype/freetype/commit/913f436d12dfe682c349eff8bf4cdd9065ff117d,,VER-2-6-3,VER-2-7-0,VER-2-7-1,VER-2-14-2
freetype,CVE-2017-8287,src/psaux/psobjs.c,t1_builder_close_contour,https://github.com/freetype/freetype/commit/3774fc08b502c3e685afca098b6e8a195aded6a0,https://github.com/freetype/freetype/commit/f958c48ee431bef8d4d466b40c9cb2d4dbcb7791,,VER-2-6-3,VER-2-7-0,VER-2-7-1,VER-2-14-2
expat,CVE-2017-9233,expat/lib/xmlparse.c,entityValueInitProcessor,https://github.com/libexpat/libexpat/commit/c4bf96bb51dd2a1b0e185374362ee136fe2c9d7f,https://github.com/libexpat/libexpat/commit/774ee6c15b8832ff567d2a32ca0e4926179e7f97,,2.2.0,2.2.0,2.2.1,2.2.9
openvpn,CVE-2017-7520,src/openvpn/ntlm.c,ntlm_phase_3,https://github.com/OpenVPN/openvpn/commit/043fe32787,https://github.com/OpenVPN/openvpn/commit/040084067119dd5a9e15eb3bcfc0079debaa3777,,v2.4.0,v2.4.2,v2.4.3,v2.4.12
openvpn,CVE-2017-7521,src/openvpn/ssl_verify_openssl.c,extract_x509_extension,https://github.com/OpenVPN/openvpn/commit/0400840671,https://github.com/OpenVPN/openvpn/commit/b72472baa5f228acf211542a7511f6960479f4c8,,v2.4.0,v2.4.2,v2.4.3,v2.4.12
openvpn,CVE-2017-7522,src/openvpn/ssl_verify_mbedtls.c,asn1_buf_to_c_string,https://github.com/OpenVPN/openvpn/commit/67edada0be,https://github.com/OpenVPN/openvpn/commit/df5efe7e2cd23b2282526f2c41be2063d941dff1,,v2.4.0,v2.4.2,v2.4.3,v2.4.12
openvpn,CVE-2017-12166,src/openvpn/crypto.c,read_key,https://github.com/OpenVPN/openvpn/commit/c7e259160b28e94e4ea7f0ef767f8134283af255,https://github.com/OpenVPN/openvpn/commit/1c112c38d46207905bff97969cf787baada59711,,v2.4.0,v2.4.3,v2.4.4,v2.4.12
openvpn,CVE-2020-15078,src/openvpn/push.c,process_incoming_push_request,https://github.com/OpenVPN/openvpn/commit/0e5516a9d656ce86f7fb370c824344ea1760c255,https://github.com/OpenVPN/openvpn/commit/a7263a125199c6d11710ecf50f9a07424369fdbc,,v2.4.0,v2.4.10,v2.4.11,v2.4.12
openvpn,CVE-2017-7508,src/openvpn/mss.c,"mss_fixup_ipv6, mss_fixup_dowork",https://github.com/OpenVPN/openvpn/commit/ed28cde3d8,https://github.com/OpenVPN/openvpn/commit/043fe327878eba75efa13794c9845f85c3c629f2,,v2.4.0,v2.4.2,v2.4.3,v2.4.12
openvpn,CVE-2017-7478,src/openvpn/ssl.c,tls_pre_decrypt,https://github.com/OpenVPN/openvpn/commit/66b99a0753,https://github.com/OpenVPN/openvpn/commit/9444506e45df86e6c8fbabfbf4a97c538cd971f4,,v2.4.0,v2.4.1,v2.4.3,v2.4.12
openvpn,CVE-2017-7479,"src/openvpn/crypto.c, src/openvpn/packet_id.c","openvpn_encrypt_aead, openvpn_encrypt_v1",https://github.com/OpenVPN/openvpn/commit/591a4e574c,https://github.com/OpenVPN/openvpn/commit/66b99a0753352c5cc43e11e39835b6423112df98,,v2.4.0,v2.4.1,v2.4.3,v2.4.12
openssl,CVE-2015-3194,crypto/rsa/rsa_ameth.c,rsa_mgf1_decode,https://github.com/openssl/openssl/commit/c394a488942387246653833359a5c94b5832674e,https://github.com/openssl/openssl/commit/d73cc256c8e256c32ed959456101b73ba9842f72,,1.0.2,1.0.2d,1.0.2e,1.0.2u
openssl,CVE-2015-3195,crypto/asn1/tasn_dec.c,ASN1_item_ex_d2i,https://github.com/openssl/openssl/commit/cc598f321fbac9c04da5766243ed55d55948637d,https://github.com/openssl/openssl/commit/fb4f46763fed3c600db21974577061b611b6fa46,,1.0.2,1.0.2d,1.0.2e,1.0.2u
openssl,CVE-2015-3196,ssl/s3_clnt.c,ssl3_get_key_exchange,https://github.com/openssl/openssl/commit/3c66a669dfc7b3792f7af0758ea26fe8502ce70c,https://github.com/openssl/openssl/commit/f8f75a7e4a7746caba9cab843e14ed6a41dfad21,,1.0.2,1.0.2c,1.0.2d,1.0.2u
libxml2,CVE-2022-40304,entities.c,"xmlFreeEntity, xmlCreateEntity",https://github.com/GNOME/libxml2/commit/1b41ec4e9433b05bb0376be4725804c54ef1d80b,https://github.com/GNOME/libxml2/commit/c846986356fc149915a74972bf198abc266bc2c0
libxml2,CVE-2022-40303,parser.c,"xmlParseNameComplex, xmlParseName, xmlParseNCNameComplex, xmlParseNCName, xmlParseStringName, xmlParseNmtoken, xmlParseEntityValue, xmlParseAttValueComplex, xmlParseSystemLiteral, xmlParsePubidLiteral, xmlParseCommentComplex, xmlParseComment, xmlParsePI, xmlParseAttValueInternal, xmlParseCDSect",https://github.com/GNOME/libxml2/commit/c846986356fc149915a74972bf198abc266bc2c0,https://github.com/GNOME/libxml2/commit/8d908c69aaf0599a854b756019de5a98d2e1101a
tcpdump,CVE-2018-14468,print-fr.c,mfr_print,https://github.com/the-tcpdump-group/tcpdump/commit/aa3e54f594385ce7e1e319b0c84999e51192578b,https://github.com/the-tcpdump-group/tcpdump/commit/05a303c84c1cb4880eef1a4430df357526c79000
tcpdump,CVE-2018-14469,print-isakmp.c,ikev1_n_print,https://github.com/the-tcpdump-group/tcpdump/commit/396e94ff55a80d554b1fe46bf107db1e91008d6c,https://github.com/the-tcpdump-group/tcpdump/commit/c24922e692a52121e853a84ead6b9337f4c08a94
tcpdump,CVE-2018-14470,print-babel.c,babel_print_v2,https://github.com/the-tcpdump-group/tcpdump/commit/12f66f69f7bf1ec1266ddbee90a7616cbf33696b,https://github.com/the-tcpdump-group/tcpdump/commit/aa3e54f594385ce7e1e319b0c84999e51192578b
tcpdump,CVE-2018-14466,print-rx.c,"rx_cache_insert, rx_cache_find",https://github.com/the-tcpdump-group/tcpdump/commit/c24922e692a52121e853a84ead6b9337f4c08a94,https://github.com/the-tcpdump-group/tcpdump/commit/e5ae1fd2c5d86277e76ec901ed5f311df731caff
tcpdump,CVE-2018-14461,print-ldp.c,"ldp_tlv_print, ldp_pdu_print",https://github.com/the-tcpdump-group/tcpdump/commit/aa5c6b710dfd8020d2c908d6b3bd41f1da719b3b,https://github.com/the-tcpdump-group/tcpdump/commit/396e94ff55a80d554b1fe46bf107db1e91008d6c
tcpdump,CVE-2018-14462,print-icmp.c,icmp_print,https://github.com/the-tcpdump-group/tcpdump/commit/1a1bce0526a77b62e41531b00f8bb5e21fd4f3a3,https://github.com/the-tcpdump-group/tcpdump/commit/e5ec0d6b59b02423ef6a29544bca34b62745c180
tcpdump,CVE-2018-14463,print-vrrp.c,vrrp_print,https://github.com/the-tcpdump-group/tcpdump/commit/3de07c772166b7e8e8bb4b9d1d078f1d901b570b,https://github.com/the-tcpdump-group/tcpdump/commit/bea2686c296b79609060a104cc139810785b0739
tcpdump,CVE-2018-14880,print-ospf6.c,ospf6_print_lshdr,https://github.com/the-tcpdump-group/tcpdump/commit/e01c9bf76740802025c9328901b55ee4a0c49ed6,https://github.com/the-tcpdump-group/tcpdump/commit/5e0aca029f886e2d3a6470b7defe2de4fa8d0b6b
tcpdump,CVE-2018-16227,print-802_11.c,ieee802_11_print,https://github.com/the-tcpdump-group/tcpdump/commit/4846b3c5d0a850e860baf4f07340495d29837d09,https://github.com/the-tcpdump-group/tcpdump/commit/83a412a5275cac973c5841eca3511c766bed778d
tcpdump,CVE-2018-16228,print-hncp.c,print_prefix,https://github.com/the-tcpdump-group/tcpdump/commit/83a412a5275cac973c5841eca3511c766bed778d,https://github.com/the-tcpdump-group/tcpdump/commit/13d52e9c0e7caf7e6325b0051bc90a49968be67f
openssl,CVE-2023-0464,crypto/x509/pcy_node.c,ossl_policy_level_find_node,https://github.com/openssl/openssl/commit/959c59c7a0164117e7f8366466a32bb1f8d77ff1,https://github.com/openssl/openssl/commit/c309c4dce742c3eeb393a0f03f9c567d0e368ccc
openssl,CVE-2023-0465,crypto/x509/x509_vfy.c,check_policy,https://github.com/openssl/openssl/commit/1dd43e0709fece299b15208f36cc7c76209ba0bb,https://github.com/openssl/openssl/commit/d2f0d05807fc70c68dcc22bcc6979147782d4adf
openssl,CVE-2023-2650,crypto/objects/obj_dat.c,OBJ_obj2txt,https://github.com/openssl/openssl/commit/423a2bc737a908ad0c77bda470b2b59dc879936b,https://github.com/openssl/openssl/commit/3ecfc9e6b6119c5c447bf25937fde24eebefedc9
openssl,CVE-2022-1473,crypto/lhash/lhash.c,OPENSSL_LH_flush,https://github.com/openssl/openssl/commit/64c85430f95200b6b51fe9475bd5203f7c19daf1,https://github.com/openssl/openssl/commit/af5b3af7bd48d3fd8fff70c689face7b552fdec0
openssl,CVE-2022-2274,crypto/bn/rsaz_exp_x2.c,ossl_rsaz_mod_exp_avx512_x2,https://github.com/openssl/openssl/commit/4d8a88c134df634ba610ff8db1eb8478ac5fd345,https://github.com/openssl/openssl/commit/eea820f3e239a4c11d618741fd5d00a6bc877347
openssl,CVE-2022-3358,"crypto/evp/digest.c, crypto/evp/evp_enc.c","evp_md_init_internal, evp_cipher_init_internal",https://github.com/openssl/openssl/commit/5485c56679d7c49b96e8fc8ca708b0b7e7c03c4b,https://github.com/openssl/openssl/commit/9f0867da4cbf77ed642717b5e703e09ab2c087a0
openssl,CVE-2022-3602,crypto/punycode.c,ossl_punycode_decode,https://github.com/openssl/openssl/commit/fe3b639dc19b325846f4f6801f2f4604f56e3de3,https://github.com/openssl/openssl/commit/4bae06d47ae26b37a948d31f11884e1813f6d669
openssl,CVE-2022-3786,crypto/punycode.c,ossl_a2ulabel,https://github.com/openssl/openssl/commit/c42165b5706e42f67ef8ef4c351a9a4c5d21639a,https://github.com/openssl/openssl/commit/fe3b639dc19b325846f4f6801f2f4604f56e3de3
openssl,CVE-2022-3996,crypto/x509/pcy_map.c,ossl_policy_cache_set_mapping,https://github.com/openssl/openssl/commit/7725e7bfe6f2ce8146b6552b44e0d226be7638e7,https://github.com/openssl/openssl/commit/9a5c884999a55595e376083b3a165515c8123049
openssl,CVE-2021-3712,crypto/ec/ec_asn1.c,EC_GROUP_new_from_ecparameters,https://github.com/openssl/openssl/commit/94d23fcff9b2a7a8368dfe52214d5c2569882c11,https://github.com/openssl/openssl/commit/2d0e5d4a4a5d4332325b5e5cea492fad2be633e1
openssl,CVE-2021-3450,crypto/x509/x509_vfy.c,check_chain_extensions,https://github.com/openssl/openssl/commit/2a40b7bc7b94dd7de897a74571e7024f0cf0d63b,https://github.com/openssl/openssl/commit/cfd74383d9b06f85cb1e166180346115a3f9a452
openssl,CVE-2021-3449,ssl/statem/extensions.c,init_sig_algs,https://github.com/openssl/openssl/commit/fb9fa6b51defd48157eeb207f52181f735d96148,https://github.com/openssl/openssl/commit/3ff38629a2df6635f36bfb79513cc6440db8cd70
openssl,CVE-2021-23841,crypto/x509/x509_cmp.c,X509_issuer_and_serial_hash,https://github.com/openssl/openssl/commit/8130d654d1de922ea224fa18ee3bc7262edc39c0,https://github.com/openssl/openssl/commit/c9e955dd50f30f46555ff837b0bbae63433cef40
openssl,CVE-2020-1967,ssl/t1_lib.c,tls1_check_sig_alg,https://github.com/openssl/openssl/commit/eb563247aef3e83dda7679c43f9649270462e5b1,https://github.com/openssl/openssl/commit/64eef86733fd40a5b7737dc586754c3fa3414b0c
openssl,CVE-2019-1547,crypto/ec/ec_lib.c,"ec_guess_cofactor, EC_GROUP_set_generator",https://github.com/openssl/openssl/commit/30c22fa8b1d840036b8e203585738df62a03cec8,https://github.com/openssl/openssl/commit/ed0ac119506ac8cbbaa23a1a1347d74a7bf4da47
openssl,CVE-2018-0734,crypto/dsa/dsa_ossl.c,dsa_sign_setup,https://github.com/openssl/openssl/commit/a9cfb8c2aa7254a4aa6a1716909e3f8cb78049b6,https://github.com/openssl/openssl/commit/415c33563528667868c3c653a612e6fc8736fd79
openssl,CVE-2018-0735,crypto/ec/ec_mult.c,ec_scalar_mul_ladder,https://github.com/openssl/openssl/commit/99540ec79491f59ed8b46b4edf130e17dc907f52,https://github.com/openssl/openssl/commit/a9cfb8c2aa7254a4aa6a1716909e3f8cb78049b6
openssl,CVE-2023-0401,crypto/pkcs7/pk7_doit.c,"pkcs7_bio_add_digest, PKCS7_dataDecode",https://github.com/openssl/openssl/commit/d3b6dfd70db844c4499bec6ad6601623a565e674,https://github.com/openssl/openssl/commit/2f7530077e0ef79d98718138716bc51ca0cad658
openssl,CVE-2023-0286,crypto/x509/v3_genn.c,GENERAL_NAME_cmp,https://github.com/openssl/openssl/commit/2f7530077e0ef79d98718138716bc51ca0cad658,https://github.com/openssl/openssl/commit/7e37185582995b35f885fec9dcc3670af9ffcbef
openssl,CVE-2023-0217,crypto/ffc/ffc_key_validate.c,"ossl_ffc_validate_public_key_partial, ossl_ffc_validate_private_key",https://github.com/openssl/openssl/commit/23985bac83fd50c8e29431009302b5442f985096,https://github.com/openssl/openssl/commit/67813d8a4d110f4174bbd2fee8a2f15388e324b5
openssl,CVE-2023-0216,crypto/pkcs7/pk7_lib.c,"PKCS7_add_signature, pkcs7_get_signer_certs, ossl_pkcs7_resolve_libctx",https://github.com/openssl/openssl/commit/934a04f0e775309cadbef0aa6b9692e1b12a76c6,https://github.com/openssl/openssl/commit/f596ec8a6f9f5fcfa8e46a73b60f78a609725294
openssl,CVE-2023-0215,crypto/asn1/bio_ndef.c,BIO_new_NDEF,https://github.com/openssl/openssl/commit/8818064ce3c3c0f1b740a5aaba2a987e75bfbafd,https://github.com/openssl/openssl/commit/cbafa34b5a057794c5c08cd4657038e1f643c1ac
openssl,CVE-2022-1343,crypto/ocsp/ocsp_vfy.c,ocsp_verify_signer,https://github.com/openssl/openssl/commit/2eda98790c5c2741d76d23cc1e74b0dc4f4b391a,https://github.com/openssl/openssl/commit/ae3ece03a61e8822fd7ea58f44812871efba82d1
FFmpeg,CVE-2022-3964,libavcodec/rpzaenc.c,"update_block_in_prev_frame, rpza_encode_stream",https://github.com/FFmpeg/FFmpeg/commit/ad28b01a141703b831256b712e0613281b15fcf0,https://github.com/FFmpeg/FFmpeg/commit/fa201297650b3e4ce0155645efe8246c5eff75e0
FFmpeg,CVE-2022-48434,libavcodec/pthread_frame.c,update_context_from_thread,https://github.com/FFmpeg/FFmpeg/commit/d4b7b3c03ee2baf0166ce49dff17ec9beff684db,https://github.com/FFmpeg/FFmpeg/commit/7ffb7d4b04e392edd7bdb7b28107e39bc349b589
FFmpeg,CVE-2022-1475,libavcodec/g729_parser.c,g729_parse,https://github.com/FFmpeg/FFmpeg/commit/e9e2ddbc6c78cc18b76093617f82c920e58a8d1f,https://github.com/FFmpeg/FFmpeg/commit/061f8b941e954c3a6313b9084d020550ed609263
FFmpeg,CVE-2020-22019,libavfilter/vf_vmafmotion.c,ff_vmafmotion_init,https://github.com/FFmpeg/FFmpeg/commit/cea03683b93c1569b33611d71233235933b3cbce,https://github.com/FFmpeg/FFmpeg/commit/5f9f6894970b1c3e4157e695b9d1d7cd08f04be2
FFmpeg,CVE-2021-33815,libavcodec/exr.c,dwa_uncompress,https://github.com/FFmpeg/FFmpeg/commit/43bdf562c3f69261d742dd35dfe5147fb3c007d0,https://github.com/FFmpeg/FFmpeg/commit/fa38dfc0efaea2fde7002216f62441769bc85ce3
FFmpeg,CVE-2020-22042,fftools/ffmpeg.c,ffmpeg_cleanup,https://github.com/FFmpeg/FFmpeg/commit/a23078a721682268caf03fc6d24a6ab202d309ae,https://github.com/FFmpeg/FFmpeg/commit/ba257f568e3aacf0aa85de2d57b6e49733bfbb69
FFmpeg,CVE-2020-23906,libavformat/mm.c,read_packet,https://github.com/FFmpeg/FFmpeg/commit/ec59dc73f0cc8930bf5dae389cd76d049d537ca7,https://github.com/FFmpeg/FFmpeg/commit/79e8d17024e6c6328a40fcee191ffd70798a9c6e
FFmpeg,CVE-2020-35964,libavformat/vividas.c,track_header,https://github.com/FFmpeg/FFmpeg/commit/4f0bdff292391cdb96b79b08c56533029166bdc8,https://github.com/FFmpeg/FFmpeg/commit/7347b84404f71e78768ffad5350c9cc77da0cd1c
FFmpeg,CVE-2019-13390,libavformat/rawenc.c,force_one_stream,https://github.com/FFmpeg/FFmpeg/commit/60094fc2f552aace794395648110408a6eb825ad,https://github.com/FFmpeg/FFmpeg/commit/02537719538b71cb2b51fdb4a59c99fd9dbd2d09
FFmpeg,CVE-2019-15942,libavcodec/h2645_parse.c,"find_next_start_code, alloc_rbsp_buffer",https://github.com/FFmpeg/FFmpeg/commit/c1dc4d2d501cd926ce698df86a8cf1d0b77606eb,https://github.com/FFmpeg/FFmpeg/commit/3dd3e8e24ac93f40f21ef281c25907dd12780e73
FFmpeg,CVE-2020-20451,fftools/ffmpeg_opt.c,open_files,https://github.com/FFmpeg/FFmpeg/commit/a43a89a08918aefa9dfcf7e6d4dae804c6a48577,https://github.com/FFmpeg/FFmpeg/commit/156af49b09af3828cd4fed4ab6ca58f1b78949da
